label,text
0.0,How much did ur hdd casing cost.
0.0,Mystery solved Just opened my email and hes sent me another batch Isnt he a sweetie
0.0,I cant describe how lucky you are that Im actually awake by noon
1.0,This is the 2nd time we have tried to contact u. U have won the 1450 prize to claim just call 09053750005 b4 310303. TCsstop SMS 08718725756. 140ppm
0.0,TODAY is Sorry day. If ever i was angry with you, if ever i misbehaved or hurt you plz plz JUST SLAP URSELF Bcoz, Its ur fault, Im basically GOOD
0.0,Cheers for the card ... Is it that time of year already
1.0,HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
0.0,When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends.. BSLVYL
0.0,Ugh hopefully the asus ppl dont randomly do a reformat.
0.0,Havent seen my facebook, huh Lol
0.0,Mah b, Ill pick it up tomorrow
0.0,Still otside le..u come 2morrow maga..
0.0,Do u still have plumbers tape and a wrench we could borrow
1.0,Dear Voucher Holder, To claim this weeks offer, at you PC please go to httpwww.etlp.co.ukreward. TsCs apply.
0.0,It vl bcum more difficult..
1.0,UR GOING 2 BAHAMAS CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of2000 CASH 18only. To opt out txt X to 07786200117
0.0,Havent still waitin as usual...  come back sch oredi
0.0,In meeting da. I will call you
0.0,K k  then watch some films.
0.0,Does cinema plus drink appeal tomo  Is a fr thriller by director i like on at mac at 8.30.
0.0,There the size of elephant tablets  u shove um up ur ass
0.0,So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da
0.0,My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE  and I was waiting on the sofa.. ... .....  NAKED...
0.0,Dunno i juz askin cos i got a card got 20 off 4 a salon called hair sense so i tot its da one  cut ur hair. 
0.0,Good morning pookie pie Lol hope I didnt wake u up
0.0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDNT BE A PROBLEM.
0.0,Happy birthday to you....dear.with lots of love.rakhesh NRI
0.0,Howz that persons story
1.0,This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW Only 10p per min. BTnationalrate
0.0,X2  ltgt . Are you going to get that
0.0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
1.0,UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231WinawkAge161.50perWKsub
0.0,Is ur paper today in e morn or aft
0.0,I will lick up every drop  are you ready to use your mouth as well
0.0,And you Will expect you whenever you text Hope all goes well tomo 
0.0,Great. P diddy is my neighbor and comes for toothpaste every morning
0.0,I av a new number,  . Wil u only use this one,ta.
0.0,So its to be poking man everyday that they teach you in canada abi How are you. Just saying hi.
0.0,7 lor... Change 2 suntec... Wat time u coming
0.0,No de.am seeing in online shop so that i asked.
0.0,Just curious because my cuz asked what I was up to
0.0,Nice.nice.how is it working
0.0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions
0.0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
0.0,Shes good. How are you. Where r u working now
0.0,Oh, yes, Ive just been a little under the weather so ive kind of been coccooning at home
0.0,At home also.
0.0,This phone has the weirdest auto correct.
0.0,Oops my phone died and I didnt even know. Yeah I like it better.
0.0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap
0.0,She said, do u mind if I go into the bedroom for a minute   OK, I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
0.0,OH YEAH,AND HAV A GREAT TIME IN NEWQUAYSEND ME A POSTCARD 1 LOOK AFTER ALL THE GIRLS WHILE IM GONEU KNOW THE 1IM TALKIN BOUTxx
0.0,We got a divorce. Lol. She.s here
0.0,Whats ur pin
0.0,Babe, have you got enough money to pick up bread and milk  And Ill give you it back when you get home 
0.0,I want snow. Its just freezing and windy.
1.0,URGENT We are trying to contact U. Todays draw shows that you have won a 2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
0.0,Come to mahal bus stop.. ltDECIMALgt
0.0,Don knowthis week im going to tirunelvai da.
0.0,Me too baby I promise to treat you well I bet you will take good care of me...
0.0,Its like that hotel dusk game i think. You solve puzzles in a area thing
1.0,Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
0.0,Hi, my love How goes that day Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... phews I miss you 
0.0,Well that must be a pain to catch
0.0,Sorry da thangam.its my mistake.
0.0,I need... Coz i never go before 
0.0,Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u. try it....
0.0,Wife.how she knew the time of murder exactly
1.0,SIX chances to win CASH From 100 to 20,000 pounds txt CSH11 and send to 87575. Cost 150pday, 6days, 16 TsandCs apply Reply HL 4 info
1.0,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send COLLECT to 83600 only 150pmsg. CC 08718720201 PO BOX 11414 TCRW1
0.0,I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town
0.0,No plm i will come da. On the way.
0.0,Guess he wants alone time. We could just show up and watch when they do..
0.0,Height of recycling Read twice People spend time for earning money and the same money is spent for spending time Good morning.. keep smiling
0.0,Yup  not comin 
0.0,Yes, princess. Toledo.
0.0,Aight text me when youre back at mu and Ill swing by, need somebody to get the door for me
0.0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
0.0,Good. No swimsuit allowed 
0.0,Am okay. Will soon be over. All the best
0.0,A cute thought for friendship Its not necessary to share every secret with ur close Frnd, but watever u shared should be true....
0.0,Ok ive sent u da latest version of da project.
0.0,Good Morning my Dear........... Have a great amp successful day.
0.0,Pls accept me for one day. Or am begging you change the number.
0.0,Squeeeeeze This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute 6 u r luvd 9 u r so lucky None People hate u
0.0,Its ok, if anybody asks abt me, u tel them..P
0.0,Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
0.0, You gonna ring this weekend or wot
0.0,Also track down any lighters you can find
0.0,Sorry, I cant help you on this.
0.0,Babe, I need your advice
0.0,Ill leave around four, ok
0.0,Come to medical college at 7pm ......forward it da
0.0,Kk..its goodwhen are you going
0.0,I can make lasagna for you... vodka...
0.0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
0.0,Who were those people  Were you in a tour  I thought you were doing that sofa thing you sent me  Your curious sugar
0.0,No, but you told me you were going, before you got drunk
0.0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didnt hear a word from him
1.0,Congratulations Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW Only 10p per minute. BTnationalrate
0.0,Im always looking for an excuse to be in the city.
0.0,Yup im still having coffee wif my frens... My fren drove shell give me a lift...
0.0,O shore are you takin the bus
0.0,So u gonna get deus ex
0.0,I will send them to your email. Do you mind  ltgt  times per night
1.0,44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile  100 free texts  Free Camcorder reply or call 08000930705.
0.0,tap  spile at seven.  Is that pub on gas st off broad st by canal. Ok
0.0,Ok then i come n pick u at engin
0.0,Which is why i never wanted to tell you any of this. Which is why im so short with you and onedge as of late.
0.0,Raviyog Peripherals bhayandar east
0.0,K actually can you guys meet me at the sunoco on howard It should be right on the way
1.0,You have 1 new voicemail. Please call 08719181513.
0.0,MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
0.0,Just finished eating. Got u a plate. NOT leftovers this time.
0.0,Thanx a lot...
0.0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and Im starving. Dont ask what I cooked.
0.0,Lol your right. What diet Everyday I cheat anyway. Im meant to be a fatty 
0.0,Its a great day. Do have yourself a beautiful one.
0.0,What happened in interview
0.0,Solve d Case  A Man Was Found Murdered On  ltDECIMALgt . ltgt  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife Sir,I was sleeping, when the murder took place. 4.Cook I was cooking. 5.Gardener I was picking vegetables. 6.HouseMaid I went 2 d post office. 7.Children We went 2 play. 8.Neighbour We went 2 a marriage. Police arrested d murderer Immediately. Whos It Reply With Reason, If U r Brilliant.
0.0,Badrith is only for chennaii will surely pick for usno competition for him.
0.0,I tot its my group mate... Lucky i havent reply... Wat time do  need to leave... 
0.0,Hey you around Ive got enough for a half  the ten I owe you
0.0,Hey tmr maybe can meet you at yck
0.0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBERSO IS ITT.B
0.0,They are just making it easy to pay back. I have  ltgt yrs to say but i can pay back earlier. You get
0.0,Not to worry. Im sure youll get it.
0.0,The gas station is like a block away from my house, youll drive right by it since armenia ends at swann and you have to take howard
1.0,Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
1.0,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline. Delivery within 28 days
0.0,My tuition is at 330. Hm we go for the 1120 to 1205 one Do you mind
0.0,Im not smoking while people use wylie smokes too much to justify ruining my shit
0.0,Dear good morning how you feeling dear
0.0,A little. Meds say take once every 8 hours. Its only been 5 but pain is back. So I took another. Hope I dont die
0.0,Beautiful tomorrow never comes.. When it comes, its already TODAY.. In the hunt of beautiful tomorrow dont waste your wonderful TODAY.. GOODMORNING
0.0,Dunno lei  all decide lor. How abt leona Oops i tot ben is going n i msg him.
0.0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
1.0,Todays Voda numbers ending 5226 are selected to receive a 350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
1.0,This message is free. Welcome to the new  improved Sex  Dogging club To unsubscribe from this service reply STOP. msgs150p 18 only
0.0,Honeybee Said Im d Sweetest in d World God Laughed amp Said Wait,U Havnt Met d Person Reading This Msg MORAL Even GOD Can Crack Jokes GMGNGEGN
0.0,Just do what ever is easier for you
1.0,RCT THNQ Adrian for U text. Rgds Vatian
0.0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I cant be answering everyones calls. If I get one more call Im not babysitting on Monday
0.0,Itll be tough, but Ill do what I have to
0.0,IM GONNAMISSU SO MUCHI WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT LUV Yaxx
0.0,Ee msg na poortiyagi odalebeku Hanumanji 7 name 1Hanuman 2Bajarangabali 3Maruti 4Pavanaputra 5Sankatmochan 6Ramaduth 7Mahaveer ee 7 name  ltgt  janarige ivatte kalisidare next saturday olage ondu good news keluviri... Maretare inde 1 dodda problum nalli siguviri idu matra  ltgt  true.. Dont neglet.
0.0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME TEXT BACK ON THIS NUMBER LUV KATE XXX
0.0,Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day
0.0,But im surprised she still can guess right lor...
0.0,Okie  wan meet at bishan Cos me at bishan now. Im not driving today.
0.0,Oh ho. Is this the first time u use these type of words
0.0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE IJUST TALKED TO YOUR MUM ALL MORNING I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
0.0,I know you are serving. I mean what are you doing now.
0.0,Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tts e best choice den we juz have to take it...
0.0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
1.0,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms  conditions, visit www.07781482378.com
0.0,I know girls always safe and selfish know i got it pa. Thank you. good night.
0.0,No worries, hope photo shoot went well. have a spiffing fun at workage. 
0.0,Im freezing and craving ice. Fml
0.0,Kay... Since we are out already 
0.0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office
0.0,Yo im right by yo work
0.0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again But you can call me there.xx
0.0,She said, do u mind if I go into the bedroom for a minute   OK, I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
0.0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
0.0,Nope... Juz off from work...
0.0,Huh so fast... Dat means u havent finished painting
0.0, what number do u live at Is it 11
0.0,No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know were hardcore
0.0,Sac will score big hundred.he is set batsman
0.0,Send me yettys number pls.
0.0,How much it will cost approx . Per month.
0.0,Ok... The theory test when are  going to book I think its on 21 may. Coz thought wanna go out with jiayin. But she isnt free
1.0,You are being contacted by our dating service by someone you know To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
0.0,Thats fine, have him give me a call if he knows what he wants or has any questions
0.0,Sorry, got a late start, were on the way
0.0,Then u go back urself lor...
0.0,I AM AT THE GAS STATION. GO THERE.
0.0,K, if u bored up just come to my home..
0.0,Babe  I LOVE YOU  covers your face in kisses
0.0,Like I made him throw up when we were smoking in our friends car one time, it was awesome
0.0,Still i have not checked it da. . .
0.0,You will go to walmart. I.ll stay.
0.0,I havent forgotten you, i might have a couple bucks to send you tomorrow, k I love ya too
0.0,Oh great. I.ll disturb him more so that we can talk.
0.0,Reverse is cheating. That is not mathematics.
0.0,Ure welcome... Caught u using broken english again...
0.0,No problem baby. Is this is a good time to talk I called and left a message.
0.0,Sorry, Ill call later
0.0,Oh is it Which brand
0.0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And shell be able to deliver and have basic care. Im currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
0.0,At what time are you coming.
0.0,Call him and say you not coming today ok and tell them not to fool me like this ok
0.0,I emailed yifeng my part oredi.. Can  get it fr him..
0.0,R u sure theyll understand that Wine  good idea just had a slurp
0.0,Minimum walk is 3miles a day.
0.0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
0.0,Brainless Baby Doll..D, vehicle sariyag drive madoke barolla..
0.0,I dont run away frm u... I walk slowly amp it kills me that u dont care enough to stop me...
1.0,Sorry I missed your call lets talk when you have the time. Im on 07090201529
0.0,Please attend the phone
0.0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
0.0,No messages on her phone. Im holding it now
0.0,Can... Im free...
0.0,Yo my trip got postponed, you still stocked up
0.0,Sorry, Ill call later
0.0,I am waiting for your call sir.
0.0,Hey what are you doing. Y no reply pa..
0.0,Hey elaine, is todays meeting still on
0.0,Sorry ive not gone to that place. I.ll do so tomorrow. Really sorry.
0.0,Most of the tiime when i dont let you hug me its so i dont break into tears.
0.0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
0.0,And now electricity just went out fml.
0.0,Looks like you found something to do other than smoke, great job
0.0,Also andros ice etc etc
0.0, 
0.0,Good afternon, my love. How are today I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
0.0,Yup. Wun believe wat U really neva c e msg i sent shuhui
0.0,Hows that watch resizing
0.0,Dear umma she called me now 
0.0,Just finished. Missing you plenty
1.0,complimentary 4 STAR Ibiza Holiday or 10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out Box434SK38WP150PPM18
0.0,Well, I meant as opposed to my drunken night of before
0.0,K... Must book a not huh so going for yoga basic on sunday
1.0,FREE MSGWe billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
0.0,Ok can...
0.0,Oops  am at my mums in somerset... Bit far Back tomo, see you soon x
0.0,So u workin overtime nigpun
0.0,Same as kallis dismissial in 2nd test.
0.0,O. Guess they both got screwd
1.0,Please CALL 08712402972 immediately as there is an urgent message waiting for you
0.0,Im in a meeting, call me later at
0.0,What r u cooking me for dinner
0.0,Ok thanx...
0.0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
0.0,Then i buy.
1.0,URGENT Your Mobile number has been awarded with a 2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
0.0,Heehee that was so funny tho
0.0,It only does simple arithmetic not percentages.
0.0,Yeah we wouldnt leave for an hour at least, hows 4 sound
1.0,As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a 1500 Bonus Prize, call 09066364589
0.0,Thanks honey. Have a great day.
0.0,An Amazing Quote  Sometimes in life its difficult to decide whats wrong a lie that brings a smile or the truth that brings a tear....
0.0,Good night my dear.. SleepwellampTake care
0.0,Then  ask dad to pick  up lar...  wan 2 stay until 6 meh...
0.0,Jus chillaxin, what up
0.0,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISISSPK 2 U L8R.
0.0,Beautiful Truth against Gravity.. Read carefully Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOODMORNING
1.0,Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile  100 free texts  Free Camcorder reply or call 08000930705
0.0,Whats that coming over the hill..... Is it a monster Hope you have a great day. Things r going fine here, busy though 
0.0,Joys father is John. Then John is the  of Joys father. If u ans ths you hav  ltgt  IQ. Tis s IAS question try to answer.
0.0,Only once then after ill obey all yours.
0.0,No she didnt. I will search online and let you know.
0.0,Where do you need to go to get it
0.0,No pic. Please resend.
0.0,He remains a bro amongst bros
0.0,Uhhhhrmm isnt having tb test bad when youre sick
0.0,But i haf enuff space got like 4 mb...
1.0,LIFE has never been this much fun and great until you came in. You made it truly special for me. I wont forget you enjoy  one gbpsms
1.0,Do you want a new Video phone 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
1.0,As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a 1500 Bonus Prize, call 09066368470
1.0,Welcome Please reply with your AGE and GENDER to begin. e.g 24M
1.0,Freemsg 1month unlimited free calls Activate SmartCall Txt CALL to No 68866. Subscriptn3gbpwk unlimited calls Help 08448714184 Stoptxt stop landlineonly
1.0,Had your mobile 10 mths Update to latest Orange cameravideo phones for FREE. Save s with Free textsweekend calls. Text YES for a callback orno to opt out
1.0,Am new 2 club  dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls1minMobsmore LKPOBOX177HP51FL
0.0,True. Its easier with her here.
0.0,Sure but since my parents will be working on Tuesday I dont really need a cover story
0.0,Haha okay... Today weekend leh... 
0.0,Hi darlin did youPhone me Im atHome if youwanna chat.
0.0,I dont know jack shit about anything or id sayask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
0.0,Youve always been the brainy one.
0.0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  ltgt 7 NEVER STUDY just to be safe
1.0,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline. Delivery within 28 days.
0.0,Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...amp Traditions.... Have an ideal Christmas...
0.0,Sending you greetings of joy and happiness. Do have a gr8 evening
0.0,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free Katexxx
0.0,If india win or level series means this is record
0.0,Then what about further plan
0.0,Its good to hear from you
0.0,awesome, how do I deal with the gate Charles told me last night but, uh, yeah
0.0,What time you thinkin of goin
1.0,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free Extra films can be ordered ts and cs apply. 18 yrs only
1.0,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
0.0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8o clock.
0.0,Yes but I dont care cause I know its there
0.0,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal. ..
0.0,Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... 
0.0,Sitting ard nothing to do lor. U leh busy w work
0.0,Its  ltgt k here oh. Should i send home for sale.
0.0,Sorry.  mail  
0.0,Ya just telling abt tht incident..
0.0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
0.0,Ugh just got outta class
0.0,Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion Junna
0.0,I dont have any of your file in my bag..i was in work when you called me.i ll tell you if i find anything in my room.
0.0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
0.0,Ok. I.ll do you right later.
0.0,Friendship poem Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
0.0,Have your lunch and come quickly and open the door
1.0,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
0.0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
0.0,K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
1.0,Bloomberg Message center 447797706009 Why wait Apply for your future httpcareers. bloomberg.com
0.0,i am seeking a lady in the street and a freak in the sheets. Is that you
0.0,My phone
0.0,Haha figures, well I found the piece and priscillas bowl
0.0,Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though
1.0,URGENT We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
0.0,yay finally lol. i missed our cinema trip last week 
0.0,All day working dayexcept saturday and sunday..
0.0,aathi..where are you dear..
0.0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams amp Life is empty without frnds.. So Alwys Be In Touch. Good night amp sweet dreams
0.0,I think Im waiting for the same bus Inform me when you get there, if you ever get there.
0.0,You getting back any time soon
0.0,, hows things Just a quick question.
0.0,Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
0.0,I can probably come by, everybodys done around  ltgt  right
0.0,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  ltgt day return period ended.
0.0,I can ask around but theres not a lot in terms of mids up here
0.0,Be sure to check your yahoo email. We sent photos yesterday
0.0,What was she looking for
0.0,Wherres my boytoy  
1.0,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0.0,Hello, my love How goes that day  I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... a teasing kiss
0.0,Tell my  bad character which u Dnt lik in me. Ill try to change in  ltgt . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
0.0,Noi got rumour that you going to buy apartment in chennai
0.0,Yeah, probably earlier than that
0.0,Change windows logoff sound..
0.0,Still i have not checked it da. . .
0.0,Im also came to room.
0.0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
0.0,Ok.
0.0,I will reach office around  ltDECIMALgt . amp my mobile have problem. You cannt get my voice. So call you asa ill free
0.0,Cool, text me when you head out
1.0,You are being contacted by our dating service by someone you know To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
1.0,Wan2 win a MeetGreet with Westlife 4 U or a m8 They are currently on what tour 1Unbreakable, 2Untamed, 3Unkempt. Text 1,2 or 3 to 83049. Cost 50p std text
0.0,Happy birthday... May u find ur prince charming soon n dun work too hard...
0.0,Oh, the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served
0.0,You said to me before i went back to bed that you cant sleep for anything.
0.0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
1.0,Dorothykiefer.com Bank of Granite issues StrongBuy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300  Nasdaq Symbol CDGT That is a 5.00 per..
0.0,says the  ltgt  year old with a man and money. Im down to my last  ltgt . Still waiting for that check.
0.0,I will come to ur home now
0.0,Free any day but i finish at 6 on mon n thurs...
0.0,Will you be here for food
0.0,life alle mone,eppolum oru pole allalo
0.0,Nite...
0.0,Two fundamentals of cool life Walk, like you are the KING... OR Walk like you Dont care,whoever is the KING... Gud nyt
0.0,Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey Happy new year to you both See you in a couple of weeks 
0.0,Hi Peteynoim ok just wanted 2 chat coz avent spoken 2 u 4 a long timehope ur doin alrite.have good nit at js love ya am.x
0.0,I just saw ron burgundy captaining a party boat so yeah
0.0,Im serious. You are in the money base
0.0,Already one guy loving you.
0.0,Staff of placement training in Amrita college.
0.0,I always chat with you. In fact i need money can you raise me
0.0,Im job profile seems like bpo..
0.0,Well, I was about to give up cos they all said no they didnt do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it
0.0,So you think i should actually talk to him Not call his boss in the morning I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.
0.0,Are you willing to go for apps class.
0.0,Hanging out with my brother and his family
0.0,No it will reach by 9 only. She telling she will be there. I dont know
0.0,Hey... are you going to quit soon Xuhui and i working till end of the month 
0.0,Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin U 4give me I think u shldxxxx
0.0,Try neva mate
0.0,Yeah thatd pretty much be the best case scenario
0.0,I not free today i haf 2 pick my parents up tonite...
0.0,HEY BABE FAR 2 SPUNOUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9 J X
0.0,Should i send you naughty pix 
1.0,You are a 1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you To Claim Call 09071517866 Now 150ppmPOBox10183BhamB64XE
1.0,Xmas  New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri  Sat night this week. Theyre selling fast
0.0,Tyler getting an 8th has to leave not long after 9, can you get here in like an hour
0.0,Prepare to be pounded every night...
0.0,Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  ltgt  sent msg i wil explain u later.
0.0,Sorry, Ill call later
0.0,Good evening How are you
0.0,Im at home. Please call
0.0,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
0.0,Mmmmm ... It was sooooo good to wake to your words this morning, my Love Mmmm fuck ... I love you too, my Lion ... devouring kiss from across the sea
0.0,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
0.0,What happen dear. Why you silent. I am tensed
0.0,Ill get there at 3, unless you guys want me to come some time sooner
0.0,If you are not coughing then its nothing
0.0, come lt 25 n pass to me lar
0.0,Im e person whos doing e sms survey...
0.0,Lol ok ill try to send. Be warned Sprint is dead slow. Youll prolly get it tomorrow
0.0,Thank You meet you monday
